"AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
163.5,163.600006103516,157.20100402832,159.331497192383,88228000,159.331497192383
158.300506591797,161.169006347656,158.253005981445,160.925506591797,53110000,160.925506591797
157.324005126953,159.875503540039,156.557998657227,156.919006347656,87896000,156.919006347656
157.850006103516,160.427001953125,157.75,158.108001708984,70290000,158.108001708984
159,159.531997680664,157.110000610352,159.134994506836,70754000,159.134994506836
157.400497436523,157.819000244141,155.5,155.710494995117,73668000,155.710494995117
156,157.106994628906,154.300003051758,156.04150390625,70292000,156.04150390625
156.421997070312,159.497497558594,156.10400390625,158.294494628906,66424000,158.294494628906
158.376007080078,158.899993896484,156.029495239258,156.373504638672,61418000,156.373504638672
156.151000976562,157.127502441406,154.758499145508,155.212493896484,84880000,155.212493896484
155.350006103516,157.25,154.800003051758,156.037994384766,66102000,156.037994384766
159.099502563477,163.990005493164,158.75,163.169006347656,106196000,163.169006347656
164.649993896484,167.427505493164,164.478500366211,165.349502563477,98722000,165.349502563477
165.21549987793,166.095504760742,164.158004760742,164.61149597168,56438000,164.61149597168
166.425003051758,168.19450378418,162.157501220703,164.699996948242,74996000,164.699996948242
164.817993164062,166.899993896484,164.143493652344,166.306503295898,59104000,166.306503295898
167.074493408203,167.32600402832,160.35400390625,161.628997802734,93204000,161.628997802734
161.751998901367,165.083999633789,161.434494018555,161.880996704102,62984000,161.880996704102
161.5,161.849502563477,159.227493286133,160.309997558594,85872000,160.309997558594
162.11799621582,167.513000488281,161.751495361328,167.143997192383,83204000,167.143997192383
169,171.386993408203,168.056503295898,169,141972000,169
171.250503540039,171.699996948242,165.430999755859,165.626495361328,141776000,165.626495361328
166.5,167.350006103516,163.887496948242,166.550003051758,73414000,166.550003051758
165.949996948242,168.850006103516,165.135498046875,167.607498168945,72416000,167.607498168945
167.925003051758,168.25,165.199996948242,166.147003173828,65148000,166.147003173828
165.624496459961,166.899993896484,164.891998291016,165.25,44070000,165.25
165.699996948242,165.897506713867,162.699996948242,164.328994750977,63032000,164.328994750977
164.600006103516,164.600006103516,162.40299987793,163.106506347656,46028000,163.106506347656
162.5,164.012496948242,161.665496826172,163.885498046875,46706000,163.885498046875
162.702499389648,165.414993286133,162.679504394531,163.447494506836,51494000,163.447494506836
163.179992675781,166.045501708984,162.975006103516,165.432006835938,65950000,165.432006835938
164.121002197266,166.899993896484,163.697006225586,166.411499023438,60548000,166.411499023438
166.411499023438,166.675003051758,162.287506103516,162.494995117188,86104000,162.494995117188
160.406494140625,161.615997314453,158.613006591797,159.037002563477,70314000,159.037002563477
156.351501464844,160.23649597168,154.679992675781,159.725006103516,93544000,159.725006103516
158.337493896484,158.561492919922,156.268997192383,157.976501464844,60226000,157.976501464844
156.837005615234,158.912994384766,152.388000488281,152.858001708984,90676000,152.858001708984
154.759994506836,156.121994018555,151.835006713867,154.646499633789,85518000,154.646499633789
156.394500732422,157.477996826172,154.899505615234,157.307006835938,54582000,157.307006835938
157.173492431641,158.175994873047,154.356002807617,154.726501464844,51916000,154.726501464844
154.059005737305,155.389007568359,149.75,150.25,79774000,150.25
150.600006103516,152.906494140625,147.271499633789,148.878494262695,109632000,148.878494262695
150.25,150.449996948242,144.050003051758,150.022994995117,107772000,150.022994995117
150.75,153.229507446289,147.565505981445,147.597503662109,83700000,147.597503662109
150.899505615234,154.548004150391,150.257507324219,153.142501831055,80600000,153.142501831055
154.922500610352,155.822998046875,151.502502441406,152.88200378418,60250000,152.88200378418
155.200500488281,156.589004516602,154.146499633789,155.679504394531,55528000,155.679504394531
153.75,154.949005126953,152.274993896484,154.474502563477,48438000,154.474502563477
153.728500366211,154.111999511719,151.604507446289,154.083999633789,58272000,154.083999633789
155.248504638672,156.445495605469,153.792999267578,154.593002319336,50776000,154.593002319336
153.660995483398,158.652496337891,153.511001586914,156.786499023438,62372000,156.786499023438
155.050003051758,155.831497192383,151.25,151.399505615234,72992000,151.399505615234
151.461502075195,153.864501953125,150.831497192383,153.748001098633,92508000,153.748001098633
153.392501831055,156.328994750977,153.002502441406,155.543502807617,58044000,155.543502807617
156.350006103516,159.100006103516,156.042495727539,156.875,76346000,156.875
157.552001953125,158.015502929688,154.257507324219,154.353500366211,59180000,154.353500366211
153.649505615234,155.488998413086,151.856994628906,152.313003540039,71270000,152.313003540039
152.203002929688,152.832992553711,149.800003051758,152.601501464844,66258000,152.601501464844
152.772003173828,154.5625,151.422500610352,153.786499023438,54920000,153.786499023438
153.500503540039,153.649993896484,151.699996948242,152.764495849609,46752000,152.764495849609
153.203002929688,155.966506958008,153.125,154.703994750977,61878000,154.703994750977
155.897003173828,158.121994018555,155.777496337891,158.050003051758,58806000,158.050003051758
158.649993896484,161.798004150391,158.061996459961,161.336502075195,66698000,161.336502075195
161.1875,162.365493774414,160.852005004883,161.190994262695,50756000,161.190994262695
161.690002441406,165.18049621582,161.182495117188,163.969497680664,66924000,163.969497680664
165.544998168945,166.225006103516,164.600006103516,164.964996337891,56242000,164.964996337891
165.235000610352,168.610000610352,164.445007324219,168.610000610352,86830000,168.610000610352
167.760498046875,169.751998901367,167.557495117188,168.969497680664,65636000,168.969497680664
170.042495727539,171.600006103516,169.781494140625,170,66316000,170
170.201995849609,170.206497192383,166.300003051758,166.649993896484,62904000,166.649993896484
168.550003051758,169.850006103516,167.600006103516,168.954498291016,64672000,168.954498291016
169,170.339996337891,167.779495239258,169.97200012207,63720000,169.97200012207
169.516494750977,171.796493530273,168.007995605469,168.600494384766,54508000,168.600494384766
168.679992675781,169.149505615234,165.800003051758,166.734497070312,52460000,166.734497070312
165.800003051758,168.143005371094,165.190505981445,168.100997924805,44224000,168.100997924805
168.583999633789,168.643493652344,165.072494506836,165.451995849609,51612000,165.451995849609
165.955001831055,168.75,165.425003051758,167.044006347656,63856000,167.044006347656
167.399993896484,171.422500610352,166.546997070312,170.449996948242,97614000,170.449996948242
172.173492431641,173,169.900497436523,170.871505737305,76542000,170.871505737305
171.740005493164,174.494003295898,171.25,172.925003051758,92638000,172.925003051758
175.255004882812,175.722503662109,171.75,173.565505981445,153648000,173.565505981445
176.255996704102,177.699996948242,173.125,173.371002197266,140186000,173.371002197266
174.23649597168,174.332504272461,168.634994506836,169.324493408203,117510000,169.324493408203
167.809494018555,168.399002075195,163.606506347656,165.593505859375,108788000,165.593505859375
166.942993164062,167.735000610352,163.218002319336,163.526992797852,74226000,163.526992797852
163.5,165.720001220703,162.360000610352,165.318496704102,88954000,165.318496704102
165.954498291016,166.544494628906,164.453506469727,164.580505371094,94206000,164.580505371094
164.115997314453,164.149993896484,159.5,159.524505615234,116772000,159.524505615234
156.813995361328,161.899993896484,156.368499755859,161.195495605469,92396000,161.195495605469
159.25,160.397003173828,156.654998779297,157.59700012207,98728000,157.59700012207
159.273498535156,160.192001342773,156.649993896484,158.073501586914,67018000,158.073501586914
159.27799987793,161.442993164062,159.149993896484,161.145004272461,66500000,161.145004272461
162.296493530273,164.637496948242,161.729507446289,163.519500732422,74478000,163.519500732422
164.628997802734,165.600006103516,161.518493652344,161.613998413086,56568000,161.613998413086
159.75,161.737503051758,159.199996948242,161.589996337891,53594000,161.589996337891
162.220001220703,162.983993530273,161.809005737305,162.384002685547,52664000,162.384002685547
162.5,162.834503173828,159.850494384766,160.154006958008,82098000,160.154006958008
160.774993896484,162.897506713867,160.524993896484,162.249496459961,48456000,162.249496459961
163.33349609375,163.990997314453,160.688003540039,162.952499389648,65222000,162.952499389648
163.729507446289,164.786499023438,162.925506591797,163.257995605469,47680000,163.257995605469
162.800003051758,163.018005371094,161.501998901367,161.505493164062,51224000,161.505493164062
162.100006103516,162.399505615234,160.985000610352,161.153503417969,46596000,161.153503417969
162.175003051758,162.54899597168,160.453002929688,160.932495117188,48600000,160.932495117188
161.154998779297,161.75,160.399993896484,161.699493408203,40290000,161.699493408203
160.211502075195,160.72200012207,159.201507568359,159.350494384766,47966000,159.350494384766
160.600006103516,161.050003051758,159.940505981445,160.311004638672,44994000,160.311004638672
159.866500854492,160.399993896484,158.610000610352,159.900497436523,44316000,159.900497436523
161.130493164062,163.976501464844,160.900497436523,163.205505371094,68334000,163.205505371094
163.643493652344,164.878997802734,163.535003662109,164.057495117188,49110000,164.057495117188
164.100494384766,167.550003051758,164.057495117188,167.482498168945,69530000,167.482498168945
167.482498168945,168.328994750977,166.672500610352,167.341506958008,56348000,167.341506958008
167.341506958008,169.25,166.774993896484,169.193496704102,51394000,169.193496704102
169.199996948242,169.849502563477,168.155502319336,169.156494140625,48524000,169.156494140625
169.600006103516,171.317504882812,168.026504516602,170.762496948242,84056000,170.762496948242
170.158996582031,174.860000610352,170.050003051758,174.462005615234,102730000,174.462005615234
173.999496459961,175.350006103516,173.685501098633,174.345001220703,104954000,174.345001220703
173.820999145508,174.100006103516,171.699996948242,172.697998046875,65542000,172.697998046875
172.90299987793,176.188995361328,172.804504394531,175.272003173828,66902000,175.272003173828
175.25,176.050003051758,174.160003662109,175.190994262695,56266000,175.190994262695
175.38200378418,176.24299621582,171.542495727539,172.453994750977,76640000,172.453994750977
173.199996948242,173.240997314453,169.708999633789,170.072998046875,78820000,170.072998046875
170.800003051758,172.399993896484,170.675506591797,172.19450378418,44856000,172.19450378418
171.940994262695,172.801498413086,171.151504516602,172.406997680664,41968000,172.406997680664
172.052993774414,173.580001831055,171.75,172.007995605469,48080000,172.007995605469
171.730499267578,172.850006103516,170.470993041992,171.648498535156,40742000,171.648498535156
172.582000732422,175.585998535156,171.845993041992,175.54899597168,63388000,175.54899597168
176.505493164062,184.274002075195,176.449996948242,183.787002563477,134896000,183.787002563477
185.869003295898,186.710006713867,183.945495605469,184.828994750977,106562000,184.828994750977
182.177993774414,187.999496459961,181.055999755859,186.570495605469,103612000,186.570495605469
186.126007080078,187.399993896484,184.669998168945,185.966995239258,74964000,185.966995239258
187.199996948242,187.864501953125,184.839492797852,185.927505493164,51432000,185.927505493164
185.104995727539,188.654006958008,183.565994262695,183.86799621582,76918000,183.86799621582
185.442504882812,185.882995605469,183.04150390625,184.083999633789,65932000,184.083999633789
184.710006713867,184.770004272461,181.046005249023,181.559997558594,63706000,181.559997558594
181.665496826172,182.302993774414,178.522994995117,178.681503295898,80874000,178.681503295898
176.628997802734,177.510498046875,174.957992553711,177.479507446289,75692000,177.479507446289
178.365997314453,179.600006103516,175.899993896484,178.65950012207,65114000,178.65950012207
178.819000244141,179.322494506836,177.182006835938,179.259994506836,46380000,179.259994506836
179.36149597168,182.001007080078,179.113494873047,181.901504516602,65308000,181.901504516602
182,183.30549621582,181.102005004883,182.832000732422,48726000,182.832000732422
183.658493041992,185.60400390625,182.362503051758,184.990997314453,58002000,184.990997314453
184.925003051758,184.925003051758,179.307495117188,181.31950378418,82638000,181.31950378418
181.688995361328,182.921005249023,180.050003051758,181.516006469727,59988000,181.516006469727
181.387496948242,181.897506713867,179.000503540039,179.996002197266,110400000,179.996002197266
167.397506713867,168.406997680664,165.348999023438,166.379501342773,199312000,166.379501342773
167.654998779297,167.945999145508,165.850006103516,166.574005126953,67078000,166.574005126953
167.035995483398,169.550003051758,164.988494873047,168.311996459961,83146000,168.311996459961
168.967498779297,169.444000244141,167.27799987793,167.735992431641,43678000,167.735992431641
167.811004638672,169.449996948242,167.046005249023,168.799499511719,48670000,168.799499511719
168.75,168.75,166.451995849609,167.246994018555,52752000,167.246994018555
167.18049621582,167.744003295898,166.425994873047,167.093505859375,42964000,167.093505859375
167.250503540039,167.899993896484,165.75,166.033996582031,48252000,166.033996582031
166.572494506836,166.884994506836,163.889495849609,164.605499267578,58944000,164.605499267578
164.5,165.725494384766,163.483505249023,165.175003051758,46282000,165.175003051758
165.283493041992,165.303497314453,164.149993896484,164.698501586914,41134000,164.698501586914
164.149993896484,165,160.556503295898,164.949493408203,66394000,164.949493408203
163.875,164.024505615234,161.283996582031,162.098007202148,67758000,162.098007202148
162.099502563477,162.705001831055,160,160.061004638672,56086000,160.061004638672
159.70100402832,161.649993896484,159.123001098633,159.387496948242,75658000,159.387496948242
160.193496704102,160.390502929688,158.787994384766,159.997497558594,67168000,159.997497558594
160.595001220703,164.044998168945,160.500503540039,163.293502807617,65362000,163.293502807617
164,165.774505615234,163.72900390625,165.289001464844,51036000,165.289001464844
165.493499755859,166.050003051758,164.307495117188,164.958999633789,33606000,164.958999633789
164.949996948242,166.600006103516,164.800003051758,165.800003051758,41976000,165.800003051758
166.661499023438,167.615997314453,165.6875,167.481506347656,48048000,167.481506347656
167.871505737305,172.25,167.761001586914,171.078506469727,63844000,171.078506469727
171.240005493164,173.628997802734,169.779495239258,173.539505004883,87128000,173.539505004883
174.820007324219,176.350006103516,173.761993408203,173.949996948242,72598000,173.949996948242
174.738006591797,175.598007202148,172.75,173.156005859375,58474000,173.156005859375
172.600006103516,174.133499145508,171.822006225586,173.902496337891,51514000,173.902496337891
173.899993896484,176.404495239258,173.84700012207,175.464492797852,54758000,175.464492797852
175.582504272461,177.281494140625,174.783493041992,176.274993896484,61068000,176.274993896484
176.300994873047,177.499496459961,174.018493652344,174.207992553711,54384000,174.207992553711
175.091506958008,175.422500610352,173.145492553711,173.457504272461,47946000,173.457504272461
174.139999389648,174.897994995117,171.899993896484,172.858505249023,51380000,172.858505249023
173.777496337891,174.34049987793,171.885498046875,172.5,38738000,172.5
172.126007080078,174.27099609375,170.100494384766,173.789505004883,59150000,173.789505004883
172.998001098633,174.627502441406,172.307006835938,174.412002563477,51672000,174.412002563477
174.420501708984,174.870498657227,172.606506347656,173.126007080078,92332000,173.126007080078
169.800003051758,170.949996948242,165.250503540039,167.786499023438,93382000,167.786499023438
168.75,168.985000610352,166.619506835938,167.181503295898,55618000,167.181503295898
167.550003051758,169.449996948242,167.052505493164,169.002502441406,48228000,169.002502441406
169.002502441406,171.447998046875,169.002502441406,170.800003051758,47588000,170.800003051758
170.100494384766,171.462997436523,169.669998168945,171.276000976562,42324000,171.276000976562
168.574996948242,170.778503417969,166.980499267578,170.289993286133,72690000,170.289993286133
167.885498046875,168.459503173828,164.505004882812,165.798004150391,88616000,165.798004150391
166.105499267578,167.565002441406,164.893493652344,165.055999755859,51246000,165.055999755859
165.800003051758,166.392501831055,163.699493408203,164.251998901367,56848000,164.251998901367
164.450500488281,165.45849609375,162.796997070312,164.162994384766,56712000,164.162994384766
163.969497680664,163.999496459961,158.8125,159.488998413086,90462000,159.488998413086
160.225006103516,163.036499023438,160.123001098633,161.050003051758,65384000,161.050003051758
160.676498413086,163.216995239258,159.930999755859,163.100494384766,50660000,163.100494384766
164.576995849609,166.287506103516,164.15299987793,165.121505737305,48182000,165.121505737305
165.850006103516,166.071502685547,164.410003662109,164.430999755859,39964000,164.430999755859
163.75,164.629501342773,161.904998779297,162.315002441406,40684000,162.315002441406
162.850006103516,163.376495361328,161.813995361328,162.366500854492,36392000,162.366500854492
163.485504150391,164.419006347656,163.054504394531,164.214004516602,48402000,164.214004516602
165.122497558594,165.630004882812,164.539001464844,164.99299621582,42190000,164.99299621582
165.570999145508,170.52099609375,165.199996948242,170.45100402832,103598000,170.45100402832
169.417999267578,172.45849609375,169.255004882812,172.337005615234,63482000,172.337005615234
171.714492797852,172.734497070312,171.100006103516,172.207504272461,47722000,172.207504272461
172.632995605469,173.143005371094,170.018493652344,170.753005981445,42796000,170.753005981445
170.712493896484,172.014007568359,170.149993896484,171.750503540039,37628000,171.750503540039
171.050003051758,171.492004394531,166.565002441406,166.777496337891,62782000,166.777496337891
166.75,167.389999389648,164.884994506836,166.018493652344,44520000,166.018493652344
167.475494384766,170.805999755859,167.199005126953,168.803497314453,53966000,168.803497314453
169.399993896484,171.850006103516,168.572494506836,169.624496459961,54044000,169.624496459961
170.104995727539,173.949996948242,169.300003051758,172.328506469727,114174000,172.328506469727
165.001007080078,168.740997314453,163.666000366211,168.621505737305,129722000,168.621505737305
168.089996337891,168.792999267578,164.600997924805,165.905502319336,72178000,165.905502319336
165.750503540039,166.555999755859,164.177505493164,165.637496948242,52552000,165.637496948242
165.449996948242,169.746002197266,164.876007080078,169.199996948242,67944000,169.199996948242
168.5,174.931503295898,168.25,173.850006103516,107060000,173.850006103516
173.850006103516,178.3125,173.848999023438,175.949493408203,99940000,175.949493408203
176.162002563477,178.949996948242,174.393005371094,174.449005126953,61480000,174.449005126953
175.762496948242,179.688507080078,175.071502685547,178.811492919922,85898000,178.811492919922
178.193496704102,180.272506713867,173.154495239258,174.102493286133,80548000,174.102493286133
175.649993896484,177.162002563477,173.373504638672,173.625,45288000,173.625
174.25,177.036499023438,172.352493286133,176.257507324219,53788000,176.257507324219
176.850006103516,179.694000244141,176.290496826172,177.283996582031,58594000,177.283996582031
176.949996948242,178.824996948242,176.257507324219,177.035003662109,44342000,177.035003662109
178.235992431641,179.362503051758,177.267501831055,177.449996948242,51206000,177.449996948242
178.317504882812,185.210006713867,178.050003051758,184.802993774414,114070000,184.802993774414
185.634506225586,188.107498168945,183.785995483398,183.828506469727,98734000,183.828506469727
183.819000244141,185.673004150391,178.375,178.628494262695,96844000,178.628494262695
179.251998901367,181.052505493164,176.385498046875,179.001998901367,73804000,179.001998901367
178.133499145508,180.682006835938,176.842498779297,179.020492553711,46560000,179.020492553711
180.104995727539,181.675003051758,175.207504272461,175.227996826172,59826000,175.227996826172
